,Unnamed: 0,ID,Location,Latitude,Longitude,Start_Month,Start_Year,End_Month,End_Year,Years,Percent,Code,State
3786,3786,68210,COOLANGATTA,-34.8667,150.7167,Jan,1891,May,1910,19.2,99,N,NSW
3787,3787,8240,COOLANGATTA,-28.91,115.5117,Jan,1925,Jun,2024,72.8,73,N,WA
3788,3788,40717,COOLANGATTA,-28.1681,153.5053,Dec,1982,Jun,2024,40.2,97,Y,QLD
3789,3789,8035,COOLANGATTA (1),-28.9,115.5,Oct,1934,Dec,1946,8.2,67,N,WA
3790,3790,40288,COOLANGATTA AERO,-28.1661,153.5036,Dec,1956,Dec,1971,15.1,0,N,QLD
3791,3791,8307,COOLANGATTA ALERT,-28.8916,115.4429,Nov,2001,Jun,2024,22.7,0,N,WA
3792,3792,40052,COOLANGATTA BOWLS COMP,-28.1783,153.5383,Nov,1927,Oct,1981,53.8,99,N,NSW
3793,3793,54012,COOLATAI (ORANA),-29.2543,150.7496,Jun,1901,Mar,2018,109.8,94,N,NSW
3794,3794,54032,COOLATAI (WILLUNGA),-29.2017,150.6077,Aug,1903,Apr,2024,120.4,0,N,NSW
3795,3795,5001,COOLAWANYAH,-21.8047,117.8056,Jan,1923,Jun,2024,100.2,99,N,WA
3796,3796,10288,COOLBEENIE FARM,-31.7839,116.395,Jun,1976,Aug,1985,9.3,0,N,WA
3797,3797,6100,COOLCALALAYA,-27.525,115.0569,Sep,1985,Jun,2013,21.6,77,N,WA
3798,3798,6063,COOLCALALYA,-27.5167,115.05,Aug,1929,Apr,1943,12.8,93,N,WA
3799,3799,41041,COOLESHA,-28.2414,151.7264,Nov,1920,Apr,2024,100.7,97,N,QLD
3800,3800,12018,COOLGARDIE,-30.9586,121.1739,Jan,1893,Jun,2024,126.4,96,N,WA
3801,3801,14813,COOLIBAH,-15.5517,130.9583,Jan,1943,Jun,1970,18.3,66,N,NT
3802,3802,61225,COOLIE,-32.1,150.35,Jan,1925,Dec,1931,6.8,98,N,NSW
3803,3803,65067,COOLINDA,-33.0,148.3,Apr,1940,Nov,1949,9.1,94,N,NSW
3804,3804,9655,COOLINUP,-33.7867,122.1683,Mar,1955,Dec,1986,29.8,94,N,WA
3805,3805,41457,COOLMUNDA DAM,-28.4225,151.213,Oct,1976,Jun,2024,47.8,0,N,QLD
3806,3806,60009,COOLONGALOOK STATE FOREST,-32.2,152.3167,Sep,1938,Jan,1970,30.1,96,N,NSW
3807,3807,40053,COOLOOLABIN FORESTRY,-26.55,152.9,Feb,1928,May,1976,47.3,98,N,QLD
3808,3808,39120,COOLOWIE,-23.65,150.65,Jan,1958,Feb,1967,9.2,0,N,QLD
3809,3809,29091,COOLULLAH STATION,-19.8253,140.1608,Jan,1942,Jun,2012,68.6,97,N,QLD
3810,3810,40055,COOLUM BEACH POST OFFICE,-26.5333,153.0833,Jan,1924,Oct,1974,48.7,96,N,QLD
3811,3811,40420,COOLUM BOWLS CLUB,-26.53,153.0897,Jun,1969,Oct,2004,30.8,87,N,QLD
3812,3812,81009,COOMA,-36.4,145.1,Oct,1905,Jun,1960,53.7,98,N,VIC
3813,3813,70302,COOMA (ARABLE),-36.3833,148.9667,Jan,1884,Dec,1901,10.9,61,N,NSW
3814,3814,70155,COOMA (BROOKFIELD),-36.3167,149.0333,Jun,1962,Apr,1970,6.4,81,N,NSW
3815,3815,70017,COOMA (CARLAMINDA),-36.2667,149.3,Mar,1890,Jan,1976,82.8,96,N,NSW
3816,3816,70356,COOMA (COOLRINGDON),-36.2718,148.97,Jan,2010,Oct,2023,13.6,98,N,NSW
3817,3817,70044,COOMA (GURRABEAL),-36.05,149.0833,Mar,1900,Nov,1977,66.6,86,N,NSW
3818,3818,70054,COOMA (KIAORA),-36.2001,149.0602,Jun,1904,May,2024,120.0,0,N,NSW
3819,3819,70161,COOMA (MYALLA),-36.4238,149.1106,Jun,1962,May,2024,61.9,0,N,NSW
3820,3820,70270,COOMA (WOODEND),-36.2118,149.2653,Jan,1973,Feb,2019,45.9,99,N,NSW
3821,3821,70217,COOMA AIRPORT AWS,-36.2939,148.9725,Dec,1982,Jun,2024,37.3,90,Y,NSW
3822,3822,70023,COOMA LAMBIE STREET,-36.2333,149.1167,Feb,1858,Apr,1994,118.4,87,N,NSW
3823,3823,70258,COOMA NORTH GERINGA AVENUE,-36.2167,149.1333,Mar,1971,Jun,1973,2.3,96,N,NSW
3824,3824,70094,COOMA NORTH SMHEC,-36.2167,149.1333,Jun,1955,Dec,1970,15.5,99,N,NSW
3825,3825,70278,COOMA VISITORS CENTRE,-36.2318,149.1243,Oct,1973,Jun,2024,50.6,0,N,NSW
3826,3826,9730,COOMALBIDGUP,-33.6961,121.3656,Jan,1980,Jan,2017,37.1,0,N,WA
3827,3827,14190,COOMALIE CREEK,-13.0283,131.1167,Jan,1969,May,1978,8.2,87,N,NT
3828,3828,25503,COOMANDOOK,-35.4688,139.6961,Sep,1901,May,2024,111.3,91,N,SA
3829,3829,25508,COOMANDOOK (MALINONG),-35.5217,139.5133,Jul,1916,Feb,1997,80.7,0,N,SA
3830,3830,40849,COOMBABAH WATER TREATMENT PLAN,-27.9136,153.3657,Feb,1992,May,2024,32.3,0,N,QLD
3831,3831,25552,COOMBE,-35.9833,140.25,Jan,1974,Mar,1984,10.2,99,N,SA
3832,3832,8036,COOMBERDALE,-30.4644,116.0372,Jul,1911,Feb,1997,81.6,95,N,WA
3833,3833,8194,COOMBERDALE 1,-30.5,116.1,Mar,1908,Sep,1919,10.4,90,N,WA
3834,3834,63020,COOMBING DAM,-33.6667,149.1667,Jan,1948,Jun,1953,5.5,0,N,NSW
3835,3835,9796,COOMELMIA,-33.3856,121.3722,Jan,1959,Aug,1994,29.3,82,N,WA
3836,3836,40516,COOMERA FOXWELL ROAD,-27.8429,153.3502,Sep,1997,May,2024,26.5,99,N,QLD
3837,3837,40056,COOMINYA POST OFFICE,-27.3914,152.5014,Jan,1916,Jun,2024,105.6,97,N,QLD
3838,3838,55210,COOMOO COOMOO,-31.7,150.1,Mar,1879,Dec,1919,33.2,81,N,NSW
3839,3839,10877,COOMPERTUP,-33.7139,119.5403,Dec,1977,Jun,1999,21.2,98,N,WA
3840,3840,42006,COOMRITH,-27.55,149.6167,Jan,1888,Apr,1977,88.8,99,N,QLD
3841,3841,64033,COONABARABRAN  (MIRRIGUNDI),-31.2759,149.1041,May,1967,Dec,2012,28.7,63,N,NSW
3842,3842,64027,COONABARABRAN (BARINA -TM),-31.3125,149.2048,Mar,2002,Jun,2024,21.8,98,N,NSW
3843,3843,64041,COONABARABRAN (BARINA),-31.3136,149.2049,Dec,1969,Dec,2014,45.1,0,N,NSW
3844,3844,64039,COONABARABRAN (GLENMORE),-31.2833,149.1667,Jan,1970,Jan,1973,3.1,0,N,NSW
3845,3845,64040,COONABARABRAN (HOMELEIGH),-31.2667,149.2167,Dec,1969,Feb,1975,5.1,97,N,NSW
3846,3846,64016,COONABARABRAN (MIA MIA),-31.3,149.55,Mar,1919,Feb,1977,51.0,88,N,NSW
3847,3847,64055,COONABARABRAN (PURLEWAUGH RD),-31.2793,149.306,Jan,2014,Apr,2024,9.3,90,N,NSW
3848,3848,64008,COONABARABRAN (SHOWGROUNDS),-31.2786,149.2786,Mar,1879,Jun,2024,144.4,99,N,NSW
3849,3849,64046,COONABARABRAN (WESTMOUNT),-31.2886,149.0687,Jan,1965,Nov,2013,48.8,0,N,NSW
3850,3850,53082,COONABARABRAN (YAMBORAH),-30.7973,149.5526,Sep,1966,Mar,2002,35.6,0,N,NSW
3851,3851,64017,COONABARABRAN AIRPORT AWS,-31.333,149.2699,Aug,2001,Jun,2024,22.9,0,Y,NSW
3852,3852,64032,COONABARABRAN HOSPITAL,-31.2833,149.2833,Mar,1966,Aug,1966,0.5,0,N,NSW
3853,3853,25504,COONALPYN,-35.6929,139.8522,Jan,1887,Jun,2024,135.7,99,N,SA
3854,3854,25527,COONALPYN (ALPYN DOWNS),-35.7118,139.6402,May,1955,Aug,2010,54.4,98,N,SA
3855,3855,25551,COONALPYN (TWINVILLE),-35.736,139.9581,Jan,1932,Jun,2007,74.5,99,N,SA
3856,3856,51127,COONAMBLE (BIMBLE),-30.9167,148.4167,Jan,1968,Jul,1977,9.6,0,N,NSW
3857,3857,51121,COONAMBLE (MYALL DOWNS),-30.7669,148.7424,Oct,1966,Dec,2017,48.8,95,N,NSW
3858,3858,51001,COONAMBLE (NARDOO),-30.8095,148.2284,Jan,1884,Apr,2006,121.7,99,N,NSW
3859,3859,51040,COONAMBLE (PIER PIER),-30.65,147.9667,Oct,1883,Mar,1966,82.5,0,N,NSW
3860,3860,51053,COONAMBLE (WARRANA),-31.0,148.4333,Jan,1882,Jun,1977,94.9,99,N,NSW
3861,3861,51056,COONAMBLE (WINGADEE),-30.5833,148.3167,Jan,1884,May,1977,90.8,97,N,NSW
3862,3862,51140,COONAMBLE 2,-30.95,148.3833,Jan,1886,Dec,1894,9.0,0,N,NSW
3863,3863,51161,COONAMBLE AIRPORT AWS,-30.9776,148.3798,Sep,1997,Jun,2024,26.8,0,Y,NSW
3864,3864,51010,COONAMBLE COMPARISON,-30.9753,148.3806,Jan,1878,Oct,2010,130.8,98,N,NSW
3865,3865,51076,COONAMBLE EXP. FARM,-31.0,148.4,Aug,1916,May,1930,13.8,0,N,NSW
3866,3866,39232,COONAMBULA,-25.5019,150.9469,Jan,1965,Dec,1998,33.3,98,N,QLD
3867,3867,12019,COONANA,-31.0225,123.1617,Aug,1935,Aug,1976,40.3,98,N,WA
3868,3868,12253,COONANA,-31.0,123.0,Nov,1914,Dec,1917,3.2,0,N,WA
3869,3869,7098,COONATHAGO O.S.,-28.8,117.6,Jan,1947,Aug,1976,28.5,96,N,WA
3870,3870,26045,COONAWARRA,-37.3,140.8333,Nov,1966,Jan,1986,19.0,99,N,SA
3871,3871,26091,COONAWARRA,-37.2906,140.8254,Sep,1985,Jun,2024,38.8,0,Y,SA
3872,3872,9251,COONAWARRA DOWNS,-30.1283,115.5011,Nov,1997,Jul,2007,3.5,36,N,WA
3873,3873,14169,COONAWARRA NAVY,-12.4333,130.905,Nov,1967,Oct,1998,17.4,56,N,NT
3874,3874,47091,COONBAH,-32.9833,141.6167,Jan,1887,Mar,1917,26.3,87,N,NSW
3875,3875,16009,COONDAMBO,-31.0623,135.8659,Sep,1885,Jun,2020,131.4,97,N,SA
3876,3876,16010,COONDAMBO RAILWAY STATION,-31.055,135.8181,Jul,1940,Jan,1971,30.6,0,N,SA
3877,3877,20003,COONDAPPIE,-31.5,139.6667,Jan,1917,Apr,1945,28.3,0,N,SA
3878,3878,52071,COONDARRA,-29.8333,149.25,Jun,1912,Jan,1921,8.7,0,N,NSW
3879,3879,10556,COONDEE,-32.4814,116.8097,Jan,2001,Jun,2024,21.3,90,N,WA
3880,3880,41302,COONEAH,-27.3333,151.25,Dec,1958,Nov,1965,7.0,0,N,QLD
3881,3881,4070,COONGAN HOTEL,-20.9,119.7,Jan,1895,Nov,1931,25.1,68,N,WA
3882,3882,4009,COONGAN STATION,-20.6833,119.6667,Jan,1904,Nov,1974,69.3,98,N,WA
3883,3883,44024,COONGOOLA,-27.65,145.9,Jan,1889,Jan,1974,79.8,94,N,QLD
3884,3884,51077,COONIMBIA,-30.9,147.9,Feb,1882,Mar,1920,38.2,0,N,NSW
3885,3885,47094,COONOOLCRACK,-31.8333,143.15,Apr,1907,Dec,1917,7.5,70,N,NSW
3886,3886,60135,COOPERNOOK PUBLIC SCHOOL,-31.8267,152.6064,Aug,1992,Oct,1995,3.3,0,N,NSW
3887,3887,40791,COOPERS PLAINS ALERT,-27.565,153.0269,Nov,2000,Nov,2018,3.2,18,N,QLD
3888,3888,60083,COOPLA CURRIPA (LAWN HILL),-31.65,151.9833,May,1967,Jun,1978,11.2,0,N,NSW
3889,3889,60069,COOPLACURRIPA,-31.6317,151.9586,Aug,1961,Jun,2024,11.3,18,N,NSW
3890,3890,60162,COOPLACURRIPA (HAWKINS RD),-31.5949,151.8274,Aug,2012,Jun,2024,11.8,99,N,NSW
3891,3891,38006,COORABULKA,-23.7308,140.3075,Jan,1898,Jan,2023,115.1,92,N,QLD
3892,3892,35022,COORADA,-25.0125,149.5011,Nov,1912,Feb,2015,84.7,83,N,QLD
3893,3893,4029,COORAGOORA,-19.9604,120.2744,Jan,1954,Jun,2023,6.1,9,N,WA
3894,3894,6015,COORALYA,-24.4453,114.0779,Jan,1891,Jan,2019,102.8,80,N,WA
3895,3895,6088,COORALYA O.S.,-24.4333,114.2667,Jan,1929,Jun,1931,2.2,87,N,WA
3896,3896,40755,COORAN,-26.5575,152.7714,Jul,1991,Mar,2004,12.3,97,N,QLD
3897,3897,40058,COORAN POST OFFICE,-26.3306,152.8222,Jun,1892,Jul,1987,95.1,0,N,QLD
3898,3898,40782,COORAN TM,-26.3297,152.8136,Nov,2000,Jun,2024,23.7,0,N,QLD
3899,3899,61012,COORANBONG (AVONDALE),-33.0888,151.4626,Nov,1903,Jun,2024,108.3,90,N,NSW
3900,3900,61412,COORANBONG (LAKE MACQUARIE AWS,-33.0887,151.4636,Aug,2008,Jun,2024,15.9,0,Y,NSW
3901,3901,61427,COORANBONG (LINDFIELD AVENUE),-33.0944,151.4616,Jan,2013,Jul,2016,3.3,91,N,NSW
3902,3902,10798,COORANDERK,-32.4,117.1,Jun,1904,Jan,1920,15.7,0,N,WA
3903,3903,9259,COORANG,-31.0811,115.8569,Jan,2004,Jun,2004,0.5,0,N,WA
3904,3904,39282,COORANGA,-24.75,151.3333,Jan,1895,Dec,1901,6.5,93,N,QLD
3905,3905,41131,COORANGA NORTH,-26.7733,151.3819,Sep,1940,Oct,2021,58.6,72,N,QLD
3906,3906,5041,COORARA STATION,-22.6,116.1,Apr,1907,Jan,1948,34.3,84,N,WA
3907,3907,90029,COORIEMUNGLE PRISON CAMP,-38.55,143.1,May,1941,Sep,1977,36.3,0,N,VIC
3908,3908,10246,COORINGA,-31.6,116.4697,Apr,1891,Nov,1897,5.6,84,,WA
3909,3909,26052,COORONG (CORTINA),-36.3333,139.7667,Nov,1968,Jun,1983,13.9,95,N,SA
3910,3910,35192,COOROORAH,-23.3283,148.7853,Jan,1969,Aug,2003,22.8,66,N,QLD
3911,3911,8037,COOROW,-29.8811,116.0248,Jan,1912,Jun,2024,110.9,99,N,WA
3912,3912,40059,COOROY COMPOSITE,-26.4181,152.9128,May,1893,Feb,2012,117.9,99,N,QLD
3913,3913,40800,COOROY TM,-26.4206,152.91,Nov,2000,Oct,2002,1.8,88,N,QLD
3914,3914,40798,COORPAROO BCC,-27.5153,153.0722,Jan,1990,Jul,1994,4.4,96,N,QLD
3915,3915,40220,COORPAROO BOWLS CLUB,-27.4922,153.0564,Aug,1898,Jan,2001,91.8,90,N,QLD
3916,3916,32003,COORUMBA,-17.55,145.9,Oct,1928,May,1943,9.3,63,N,QLD
3917,3917,35091,COORUMBENE,-24.5,148.7,Jan,1909,Dec,1921,13.0,0,N,QLD
3918,3918,34065,COORUMBURRA STATION,-23.0383,149.9181,Feb,1973,Feb,1989,15.1,94,N,QLD
3919,3919,73022,COOTAMUNDRA (LANDGROVE),-34.6479,148.1606,Jan,1891,May,2024,125.2,94,N,NSW
3920,3920,73085,COOTAMUNDRA 1,-34.6333,148.05,Jan,1885,Jan,1911,6.9,27,N,NSW
3921,3921,73118,COOTAMUNDRA AERO,-34.6333,148.05,Nov,1940,Nov,1943,3.1,0,N,NSW
3922,3922,73142,COOTAMUNDRA AIRPORT,-34.6299,148.0365,Oct,1995,Jun,2024,28.8,0,N,NSW
3923,3923,73009,COOTAMUNDRA POST OFFICE,-34.6411,148.0236,Jan,1889,Dec,2000,107.3,96,N,NSW
3924,3924,35267,COOVIN,-22.4269,147.5483,Apr,1983,Aug,2020,36.7,98,N,QLD
3925,3925,4010,COOYA POOYA,-21.0333,117.1333,Jan,1900,Mar,1974,72.2,97,N,WA
3926,3926,9691,COOYAH,-34.0,115.6,Jan,1909,Sep,1925,16.8,0,N,WA
3927,3927,52055,COOYAL (BELLATA),-29.7,149.3,Jan,1898,Dec,1920,23.0,0,N,NSW
3928,3928,62007,COOYAL (COONAROO),-32.45,149.7833,May,1929,Dec,1951,22.5,99,N,NSW
3929,3929,52039,COOYAL (FLORIDA),-29.7,149.3,Jan,1896,Mar,1929,31.4,94,N,NSW
3930,3930,40128,COOYAR,-26.8833,151.9,Aug,1935,May,1950,14.8,0,N,QLD
3931,3931,40060,COOYAR POST OFFICE,-26.9836,151.8303,Jan,1895,Feb,2017,110.7,91,N,QLD
3932,3932,73069,COOYONG,-34.15,148.5333,Jul,1904,Dec,1920,16.5,0,N,NSW
3933,3933,72015,COPABELLA,-35.7,147.7,Jan,1909,Apr,1964,55.1,99,N,NSW
3934,3934,46104,COPAYO,-31.2667,143.4167,Jan,1912,May,1920,6.4,76,N,NSW
3935,3935,78007,COPE COPE,-36.45,143.1,Aug,1897,Jan,1950,52.5,0,N,VIC
3936,3936,54028,COPETON (CARINYA),-29.9573,150.9157,Jun,1951,Mar,2010,56.8,97,N,NSW
3937,3937,54128,COPETON DAM,-29.8866,150.8951,Jan,1969,May,2024,55.4,0,N,NSW
3938,3938,25003,COPEVILLE,-34.795,139.8488,Nov,1911,Jul,2007,95.5,0,N,SA
3939,3939,25057,COPEVILLE (FILSELL FLAT),-34.796,139.893,Sep,2009,Sep,2020,10.9,98,N,SA
3940,3940,17018,COPLEY,-30.5564,138.4222,Jan,1883,Mar,1963,80.3,0,N,SA
3941,3941,17040,COPLEY (MYRTLE SPRINGS),-30.4514,138.2156,Jan,1897,Feb,1999,102.2,0,N,SA
3942,3942,17085,COPLEY (ST RONANS),-30.6369,138.3069,May,1926,Dec,1936,10.7,0,N,SA
3943,3943,17102,COPLEY (YANKANINNA),-30.3658,139.0533,May,1920,Aug,1986,61.5,93,N,SA
3944,3944,41021,COPMANHURST,-27.6667,150.6167,Jun,1887,Sep,1951,19.5,30,N,QLD
3945,3945,58073,COPMANHURST (FERNGLEN),-29.5349,152.8009,Jan,1957,May,2024,66.7,99,N,NSW
3946,3946,58014,COPMANHURST POST OFFICE,-29.5861,152.7759,Jan,1903,Jan,2011,101.7,94,N,NSW
3947,3947,16094,COPPER HILLS STATION,-27.9555,134.3157,Sep,1994,Apr,2015,11.4,55,N,SA
3948,3948,14088,COPPERFIELD CREEK,-13.55,131.5,Jan,1957,Sep,1960,3.7,98,N,NT
3949,3949,31205,COPPERLODE DAM ALERT,-16.9794,145.6747,Nov,2000,May,2024,23.6,0,N,QLD
3950,3950,12295,COPPIN ROCK,-31.1003,118.6019,Jan,1957,Jan,2017,56.2,93,N,WA
3951,3951,92074,COPPING,-42.8236,147.8061,Dec,1966,Oct,2012,43.3,94,N,TAS
3952,3952,92153,COPPING (YAXLEY ESTATE),-42.8242,147.7939,Jun,2012,Jun,2024,10.8,90,N,TAS
3953,3953,78002,CORACK EAST,-36.1,143.1,Jan,1898,Dec,1982,71.8,84,N,VIC
3954,3954,78055,CORACK EAST 2,-36.1,143.1,Jan,1926,Jun,1943,17.4,99,N,VIC
3955,3955,58015,CORAKI (RICHMOND TERRACE),-28.9845,153.2863,Sep,1895,Mar,2021,125.3,0,N,NSW
3956,3956,16018,CORALBIGNIE,-32.62,136.3617,Jan,1880,Aug,1891,11.7,0,N,SA
3957,3957,59009,CORAMBA (GLENFIDDICH),-30.2356,153.017,Sep,1891,May,2024,87.4,66,N,NSW
3958,3958,9979,CORAMUP,-33.7622,121.9336,Mar,2002,May,2024,20.4,92,N,WA
3959,3959,86219,CORANDERRK BADGER WEIR,-37.6886,145.5644,Apr,1879,Nov,2015,102.1,75,N,VIC
3960,3960,40759,CORBOULD PK RACECOURSE,-26.785,153.0686,Jun,1986,Apr,2024,37.7,99,N,QLD
3961,3961,39027,CORDALBA STORE,-25.1617,152.2142,Sep,1924,Dec,2010,84.3,98,N,QLD
3962,3962,6016,CORDALIA,-23.3,114.7,Jan,1931,Mar,1949,15.6,85,N,WA
3963,3963,68018,CORDEAUX NO.1 DAM,-34.3333,150.7333,Apr,1909,Dec,1967,58.8,0,N,NSW
3964,3964,68019,CORDEAUX NO.2 DAM,-34.4333,150.7833,Jul,1915,Dec,1967,52.5,0,N,NSW
3965,3965,68020,CORDEAUX QUARTERS,-34.3333,150.75,Oct,1932,Dec,1967,35.2,0,N,NSW
3966,3966,68142,CORDEAUX RIVER,-34.3167,150.7333,Jul,1871,Dec,1924,53.5,0,N,NSW
3967,3967,9855,CORDERING,-33.5167,116.6,Sep,1950,Mar,1953,2.6,0,N,WA
3968,3968,17019,CORDILLO DOWNS,-26.7061,140.6261,Jan,1883,Jan,2016,126.0,95,N,SA
3969,3969,9524,CORDINUP,-34.67,118.5317,Aug,1950,Apr,1988,37.8,0,N,WA
3970,3970,32074,CORDUROY,-18.0667,145.8833,Feb,1913,Jan,1922,9.0,0,N,QLD
3971,3971,36016,COREENA,-23.2761,145.4008,Jan,1894,Jan,2022,127.9,0,N,QLD
3972,3972,41301,CORELLA,-26.8333,150.9333,Dec,1958,Feb,1963,3.9,92,N,QLD
3973,3973,37081,CORFIELD-MANUKA ST,-21.7128,143.3753,Jan,1971,Jun,2021,43.3,86,N,QLD
3974,3974,70317,CORIN DAM,-35.5368,148.8383,Jan,1974,Aug,2004,25.3,82,N,ACT
3975,3975,70322,CORIN FOREST REC FACILITY,-35.5155,148.9216,Apr,1986,Dec,2012,22.6,84,N,ACT
3976,3976,36017,CORINDA,-22.0667,145.3333,Jan,1899,Oct,2000,97.3,95,N,QLD
3977,3977,40629,CORINDA,-27.5333,152.9833,Jan,1889,Feb,1906,15.9,93,N,QLD
3978,3978,29060,CORINDA STATION,-17.8833,138.5833,Jan,1912,Sep,1950,38.8,0,N,QLD
3979,3979,86339,CORINELLA,-38.4272,145.4364,Apr,1975,Dec,2004,29.6,99,N,VIC
3980,3980,86337,CORINELLA (TENBY),-38.4,145.5,Jul,1922,Nov,1952,24.7,81,N,VIC
3981,3981,97023,CORINNA,-41.6508,145.0783,Nov,1883,Jan,2020,54.8,40,N,TAS
3982,3982,12133,CORINTHIA FARM,-31.2,119.3,Jun,1925,Aug,1941,13.3,81,N,WA
3983,3983,37014,CORK STATION,-22.9258,142.3119,Jan,1888,Dec,2011,98.5,79,N,QLD
3984,3984,10841,CORNADO,-32.3833,118.4333,May,1936,Apr,1939,3.0,0,N,WA
3985,3985,74149,CORNALLA,-35.7,145.2,Jan,1881,Jan,1926,42.6,94,N,NSW
3986,3986,58206,CORNDALE (COOPERS CREEK),-28.7231,153.3614,Dec,2000,Jun,2024,23.6,0,N,NSW
3987,3987,58133,CORNDALE (WILLOW VALE),-28.7177,153.362,Sep,1938,Mar,2009,57.6,82,N,NSW
3988,3988,80010,CORNELIA CREEK STATION,-36.25,144.8,Jun,1911,Feb,1981,69.8,0,N,VIC
3989,3989,85301,CORNER INLET (YANAKIE),-38.8051,146.1936,Jan,2013,Jun,2024,11.5,0,Y,VIC
3990,3990,9080,CORNERS BROOK,-32.2,116.1,Sep,1921,Apr,1939,17.4,99,N,WA
3991,3991,18152,CORNUBIA,-34.0203,136.3567,Apr,1908,Oct,1922,12.2,83,N,SA
3992,3992,51078,CORNUCOPIA,-32.2333,148.2,Dec,1900,Feb,1932,29.3,94,N,NSW
3993,3993,92064,CORNWALL,-41.5633,148.1414,Jul,1999,May,2024,24.9,0,N,TAS
3994,3994,22002,CORNY POINT,-34.9152,137.0625,Jan,1888,Dec,2018,127.6,97,N,SA
3995,3995,22027,CORNY POINT LIGHTHOUSE,-34.9,137.0333,Jan,1884,Jun,1920,36.5,0,N,SA
3996,3996,23711,COROMANDEL VALLEY (BRANDEN),-35.0333,138.6167,Sep,1890,Sep,1986,96.1,0,N,SA
3997,3997,20034,CORONA,-31.0667,140.95,May,1930,Dec,1944,14.7,0,N,SA
3998,3998,37015,CORONA DOWNS,-23.1258,143.4619,Jan,1888,Nov,2021,122.9,92,N,QLD
3999,3999,14228,CORONATION HILL,-13.59,132.6033,Jul,1987,Apr,1989,1.8,95,N,NT
4000,4000,34053,CORONATION PARK,-20.35,146.2,Jan,1967,Apr,1982,14.8,96,N,QLD
4001,4001,9535,CORONET HILL,-33.8267,122.4922,Jan,1996,Dec,2020,21.0,84,N,WA
4002,4002,48145,CORONGA DOWNS,-31.3,145.5,Jun,1884,May,1925,41.0,0,N,NSW
4003,4003,48091,CORONGA PEAK,-30.9,146.25,Jan,1882,Jan,1938,53.7,96,N,NSW
4004,4004,81010,COROP,-36.45,144.8,Mar,1887,Nov,1963,71.3,93,N,VIC
4005,4005,81094,COROP  (VIEW FIELD),-36.4475,144.7611,Jan,1968,Feb,1996,27.8,98,N,VIC
4006,4006,90030,COROROOKE,-38.3,143.5167,Jan,1937,May,1974,32.2,86,N,VIC
4007,4007,74096,COROWA (RINGWOOD PARK),-35.8667,146.1833,Jan,1909,Dec,1976,68.0,0,N,NSW
4008,4008,74034,COROWA AIRPORT,-35.9887,146.3574,Jan,1890,Jun,2024,133.8,99,N,NSW
4009,4009,91263,CORRA LINN (NORTH ESK RIVER),-41.4889,147.2326,Apr,1990,Jun,2024,29.1,85,N,TAS
4010,4010,50060,CORRAN,-33.6333,147.3667,Sep,1896,Dec,1913,11.9,69,N,NSW
4011,4011,10536,CORRIGIN,-32.3292,117.8733,Jan,1910,Jun,2024,114.3,0,N,WA
4012,4012,14257,CORROBOREE PARK,-12.7624,131.5007,Oct,1992,Mar,2005,4.5,36,N,NT
4013,4013,82011,CORRYONG (PARISH LANE),-36.2003,147.8956,Jul,1891,Mar,2006,114.8,0,N,VIC
4014,4014,82169,CORRYONG AIRPORT,-36.1826,147.8942,Mar,2006,Jun,2024,18.1,99,N,VIC
4015,4015,82066,CORRYONG FORESTRY,-36.2,147.9,Nov,1953,Jan,1972,18.3,0,N,VIC
4016,4016,32161,CORSIS ALERT,-17.5967,145.9014,Nov,2000,Jun,2024,23.3,99,N,QLD
4017,4017,4011,CORUNNA DOWNS,-21.4667,119.8333,Jun,1897,Apr,1975,74.5,96,N,WA
4018,4018,4081,CORUNNA DOWNS AIRSTRIP,-21.4333,119.7833,Oct,1943,Oct,1945,2.1,0,N,WA
4019,4019,81108,COSGROVE (KOIMBURRA),-36.3667,145.7167,Jan,1890,Jun,1898,8.3,97,N,VIC
4020,4020,12209,COSMO NEWBERY,-27.9833,122.9167,Jan,1950,Dec,1970,21.0,0,N,WA
4021,4021,14122,COSMOPOLITAN GOLD MINE,-13.85,131.8,Apr,1904,Apr,1925,21.1,0,N,NT
4022,4022,4054,COSSACK,-20.6783,117.1892,Jan,1882,Mar,2015,51.6,39,N,WA
4023,4023,42007,COTSWOLD,-27.1,149.8,Jan,1932,Apr,1975,43.2,0,N,QLD
4024,4024,37061,COTSWOLD HILLS,-22.545,142.6683,Jan,1938,Jun,2023,63.6,74,N,QLD
4025,4025,29078,COTSWOLD STATION,-20.2508,140.655,Nov,2001,Dec,2016,14.2,93,N,QLD
4026,4026,66140,COTTAGE POINT (NOTTINGS),-33.6167,151.2,Feb,1969,Aug,1969,0.6,0,N,NSW
4027,4027,70092,COTTER HOUSE,-35.65,148.8,Jan,1933,Nov,1952,19.1,96,N,ACT
4028,4028,70024,COTTER RIVER,-35.3,148.9,Oct,1910,Nov,1955,45.2,0,N,ACT
4029,4029,9189,COTTESLOE BEACH,-31.9833,115.75,Oct,1916,Feb,1926,9.4,0,N,WA
4030,4030,86168,COTTLES BRIDGE HIGHBURY FARM,-37.6,145.2,Nov,1911,Oct,1921,10.0,0,N,VIC
4031,4031,87101,COUANGALT,-37.6167,144.5333,Jun,1939,Dec,1970,12.3,39,N,VIC
4032,4032,58110,COUGAL,-28.35,152.9667,Nov,1965,Nov,1968,3.1,0,N,NSW
