,Unnamed: 0,ID,Location,Latitude,Longitude,Start_Month,Start_Year,End_Month,End_Year,Years,Percent,Code,State
0,0,41497,AAC DALBY CAMPUS,-27.1494,151.2894,Aug,1985,Sep,2012,26.8,98,N,QLD
1,1,33259,ABBOT POINT BULKCOAL,-19.8833,148.075,Jan,1991,Jun,1991,0.5,0,N,QLD
2,2,67114,ABBOTSBURY (FAIRFIELD (CITY FA,-33.8667,150.8611,Dec,2000,May,2024,23.1,98,N,NSW
3,3,40000,ABBOTSFORD,-27.95,153.1,Oct,1909,Jul,1974,64.4,99,N,QLD
4,4,86307,ABBOTSFORD,-37.8,145.0,May,1972,Sep,1972,0.4,99,N,VIC
5,5,66034,ABBOTSFORD (BLACKWALL POINT RD,-33.8507,151.1295,Jan,2004,Jun,2024,20.5,0,N,NSW
6,6,55230,ABBOTSLEA,-31.0667,150.05,Jun,1889,Oct,1926,36.4,97,N,NSW
7,7,7118,ABBOTTS,-26.4,118.4,Sep,1898,Dec,1913,15.3,0,N,WA
8,8,94263,ABELS BAY (SANDREEF ROAD),-43.2256,147.1019,Jul,2013,Jun,2024,10.9,99,N,TAS
9,9,39000,ABERCORN,-25.1333,151.1292,Apr,1950,Jun,2024,74.3,0,N,QLD
10,10,39319,ABERCORN TM,-25.1292,151.1306,Nov,2000,Jun,2024,23.5,99,N,QLD
11,11,63000,ABERCROMBIE (ABERCROMBIE BRIDG,-33.9541,149.3252,Jul,1931,Sep,2007,74.9,98,N,NSW
12,12,63296,ABERCROMBIE (ABERCROMBIE RIVER,-33.9547,149.3241,Dec,2000,Dec,2014,13.7,97,N,NSW
13,13,63257,ABERCROMBIE (THE JUNCTION),-33.9609,149.3184,Nov,2007,Aug,2016,8.7,98,N,NSW
14,14,63199,ABERCROMBIE CAVES,-33.9833,149.4167,Jan,1900,Mar,1927,27.2,0,N,NSW
15,15,41394,ABERDEEN,-28.0636,150.6236,Jan,1973,Dec,2000,28.0,0,N,QLD
16,16,61000,ABERDEEN (MAIN RD),-32.1655,150.8911,Jun,1894,May,2013,113.1,95,N,NSW
17,17,91313,ABERDEEN (MELROSE ROAD),-41.2478,146.3339,Jun,2000,Dec,2019,19.6,0,N,TAS
18,18,61065,ABERDEEN (ROSSGOLE),-32.1402,150.7285,Jan,1926,May,2024,98.3,0,N,NSW
19,19,85000,ABERFELDY,-37.7,146.3667,Apr,1891,Dec,1983,76.6,83,N,VIC
20,20,85278,ABERFELDY (LILY CREEK  (LAROMM,-37.7196,146.3888,Jan,1983,Jul,2015,32.5,0,N,VIC
21,21,57000,ABERFOYLE,-30.2667,152.0167,Sep,1885,Dec,1970,77.3,91,N,NSW
22,22,36085,ABERFOYLE,-21.6678,145.2689,Jan,1892,Mar,2009,35.1,30,N,QLD
23,23,57101,ABERFOYLE (BAMBI),-30.2667,152.0333,Jan,1971,May,1973,2.4,0,N,NSW
24,24,32174,ABERGOWRIE ALERT,-18.4889,145.9364,Nov,2000,Jun,2024,23.2,98,N,QLD
25,25,32086,ABERGOWRIE BRIDGE,-18.5225,146.0019,Jan,1960,Oct,2003,30.3,69,N,QLD
26,26,32052,ABERGOWRIE POST OFFICE,-18.4833,145.8833,May,1954,Mar,1975,20.8,99,N,QLD
27,27,32123,ABERGOWRIE ZATTA,-18.4333,145.8333,Jan,1975,Mar,1975,0.3,0,N,QLD
28,28,10258,ABERVON,-30.7833,117.9833,May,1968,Aug,1973,5.2,97,N,WA
29,29,30000,ABINGDON DOWNS STATION,-17.6083,143.1792,Jan,1945,Nov,2022,74.9,96,N,QLD
30,30,56183,ABINGTON (GLANMIRE),-30.3167,151.2,Jan,1960,Oct,1974,13.7,92,N,NSW
31,31,17000,ABMINGA RAILWAY SIDING,-26.1317,134.8517,Jan,1939,Oct,1980,40.9,98,N,SA
32,32,35198,ABOR DOWNS,-22.75,148.0,Jan,1914,Sep,1959,45.8,0,N,QLD
33,33,4000,ABYDOS,-21.4167,118.9333,Jul,1917,Dec,1974,51.5,90,N,WA
34,34,4045,ABYDOS WOODSTOCK,-21.62,118.955,Jan,1901,Sep,1997,69.8,72,N,WA
35,35,14295,ACACIA (MOCATTO ROAD),-12.7592,131.1507,Jan,1994,Dec,2017,23.8,99,N,NT
36,36,36060,ACACIA DOWNS,-22.8333,144.7333,Oct,1908,Dec,1937,28.7,98,N,QLD
37,37,14244,ACACIA HILLS,-12.7641,131.1598,Dec,1989,Sep,2013,17.6,74,N,NT
38,38,57031,ACACIA PLATEAU (BELMONT),-28.35,152.4333,Jun,1954,Apr,1970,15.9,0,N,NSW
39,39,40527,ACACIA RIDGE BCC,-27.6167,153.0433,Nov,1974,Sep,1991,16.9,0,N,QLD
40,40,40001,ACACIA VALE,-26.0167,152.4167,Nov,1915,Feb,1954,38.3,0,N,QLD
41,41,33092,ACACIA VALE GARDENS,-21.3,149.2,Dec,1898,Jan,1919,16.3,81,N,QLD
42,42,88119,ACHERON RIVER @ TAGGERTY,-37.3167,145.7167,Mar,1974,Jun,2024,27.8,55,N,VIC
43,43,40499,ACHIL BOONDOOMA,-26.2239,151.2986,Jan,1975,Apr,2002,27.3,0,N,QLD
44,44,41000,ACLAND POST OFFICE,-27.3033,151.69,Sep,1912,Sep,1992,77.4,97,N,QLD
45,45,30100,ACTION DOWNS STATION,-20.5167,143.2833,Jan,1923,Dec,1975,52.0,98,N,QLD
46,46,9971,ACTON PARK,-33.7845,115.4072,Nov,2000,Jun,2024,23.6,0,N,WA
47,47,2046,ADA VALE,-16.95,128.1,Jan,1920,Mar,1925,4.8,92,N,WA
48,48,71040,ADAMINABY (YAOUK),-35.7858,148.8106,Dec,1969,Jul,2023,39.6,74,N,NSW
49,49,71000,ADAMINABY ALPINE TOURIST PARK,-35.9962,148.7693,Nov,1886,Nov,2022,134.2,99,N,NSW
50,50,31162,ADAMS,-17.5833,145.6,Jul,1953,Oct,1977,24.3,0,N,QLD
51,51,97064,ADAMSFIELD,-42.7167,146.3333,Jun,1943,May,1948,4.7,93,N,TAS
52,52,45043,ADAVALE,-25.9094,144.5989,Dec,1985,Apr,2018,25.1,77,N,QLD
53,53,50087,ADAVALE,-32.9,148.0,Jan,1894,Jan,1942,47.1,98,N,NSW
54,54,45000,ADAVALE POST OFFICE,-25.9167,144.6,Jan,1889,Oct,1985,96.4,0,N,QLD
55,55,89106,ADDINGTON,-37.4152,143.6718,Jul,1956,May,2024,67.9,0,N,VIC
56,56,23097,ADELAIDE (BLACK HILL CONSERVAT,-34.8833,138.7167,May,1979,Feb,1989,9.2,93,N,SA
57,57,23001,ADELAIDE (BRIGHTON),-35.0199,138.52,Oct,1898,Dec,2019,77.5,64,N,SA
58,58,23075,ADELAIDE (CLAPHAM),-34.9964,138.6039,Mar,1954,Sep,2008,53.3,98,N,SA
59,59,23093,ADELAIDE (CLARENCE GARDENS BOW,-34.9726,138.579,Jan,1978,Nov,2023,38.7,84,N,SA
60,60,23079,ADELAIDE (DRY CREEK SALTWORKS),-34.8276,138.5783,Jan,1960,May,2013,53.1,99,N,SA
61,61,23005,ADELAIDE (GLEN OSMOND),-34.9464,138.6519,Jun,1883,Jun,2024,136.9,97,N,SA
62,62,23014,ADELAIDE (GLENSIDE),-34.9467,138.6303,Aug,1934,Oct,1994,57.5,95,N,SA
63,63,23096,ADELAIDE (HOPE VALLEY RESERVOI,-34.8564,138.6844,Jun,1979,Jun,2024,45.1,0,N,SA
64,64,23056,ADELAIDE (KENT TOWN ALERT),-34.9214,138.6219,Jan,2010,May,2015,5.4,0,N,SA
65,65,23090,ADELAIDE (KENT TOWN),-34.9211,138.6216,Feb,1977,Jul,2020,43.5,0,Y,SA
66,66,23115,ADELAIDE (KESWICK),-34.9473,138.5827,Mar,2001,Jun,2024,23.3,0,N,SA
67,67,23064,ADELAIDE (LARGS BAY),-34.8314,138.4884,Jan,1896,Sep,2012,16.7,14,N,SA
68,68,23072,ADELAIDE (MAGILL SECURE CARE C,-34.9065,138.687,Feb,1968,Jul,2012,43.9,99,N,SA
69,69,23732,ADELAIDE (MORPHETT VALE),-35.1351,138.5274,Oct,1886,Jun,2024,119.4,87,N,SA
70,70,23098,ADELAIDE (MORPHETTVILLE RACECO,-34.9742,138.5425,Jan,1947,Jul,2019,66.3,91,N,SA
71,71,23057,ADELAIDE (NORTHFIELD RESEARCH,-34.8533,138.6517,Jan,1965,Dec,1994,30.0,0,N,SA
72,72,23037,ADELAIDE (PARAFIELD PLANT INTR,-34.7833,138.6242,Jan,1907,Jun,1995,53.1,60,N,SA
73,73,23026,ADELAIDE (POORAKA),-34.8324,138.6125,Jan,1876,May,2023,146.9,0,N,SA
74,74,23016,ADELAIDE (PORT DOCK RAILWAY ST,-34.51,138.5167,Jun,1925,Dec,1986,61.4,0,N,SA
75,75,23023,ADELAIDE (SALISBURY BOWLING CL,-34.7674,138.6434,Oct,1870,May,2024,150.7,98,N,SA
76,76,23024,ADELAIDE (SEATON),-34.8965,138.5103,Jan,1912,Aug,2023,111.7,0,N,SA
77,77,23121,ADELAIDE (SOMERTON PARK),-35.0002,138.5171,Jan,1996,Jun,2018,17.8,79,N,SA
78,78,23113,ADELAIDE (TAPEROO),-34.8125,138.4906,May,1991,Nov,2000,9.3,96,N,SA
79,79,23748,ADELAIDE (TEA TREE GULLY COUNC,-34.8307,138.7051,May,1882,Sep,2019,136.3,99,N,SA
80,80,23027,ADELAIDE (THORNDON PARK),-34.8744,138.6858,Nov,1878,Dec,2003,115.8,92,N,SA
81,81,23018,ADELAIDE (TORRENS ISLAND),-34.7819,138.5218,Jan,1928,Jun,2013,84.3,98,N,SA
82,82,23033,ADELAIDE (TOWNSEND HOUSE),-35.0131,138.5147,Mar,1951,Dec,1994,33.8,77,N,SA
83,83,23040,ADELAIDE (TRINITY GARDENS),-34.9167,138.65,Jan,1928,Dec,1978,42.2,83,N,SA
84,84,23029,ADELAIDE (UNLEY),-34.9503,138.6056,Sep,1915,May,1993,77.8,0,N,SA
85,85,23031,ADELAIDE (WAITE INSTITUTE),-34.9697,138.6331,Jan,1925,Dec,1999,74.9,0,N,SA
86,86,23000,ADELAIDE (WEST TERRACE / NGAYI,-34.9257,138.5832,Jan,1839,Jun,2024,147.3,79,Y,SA
87,87,23828,ADELAIDE ABERFOYLE PARK,-35.0678,138.6097,Jan,1974,Sep,1992,18.8,0,N,SA
88,88,23034,ADELAIDE AIRPORT,-34.9524,138.5196,Mar,1955,Jun,2024,69.3,0,Y,SA
89,89,23055,ADELAIDE AIRPORT ALERT,-34.9517,138.5214,Oct,2003,Jun,2024,19.1,92,N,SA
90,90,23046,ADELAIDE AIRPORT OLD SITE,-34.9566,138.5356,Aug,2002,Jan,2005,2.5,0,Y,SA
91,91,23035,ADELAIDE BOTANIC GARDENS,-34.9167,138.6167,Apr,1952,Apr,1976,23.9,99,N,SA
92,92,23088,ADELAIDE GOVERNMENT HOUSE,-34.9167,138.6,Jul,1974,Dec,1975,1.5,0,N,SA
93,93,33000,ADELAIDE PARK,-23.1,150.7,Nov,1914,Dec,1972,56.0,96,N,QLD
94,94,14184,ADELAIDE RIVER 67 MILE,-13.1667,131.1,Oct,1968,Mar,1985,12.5,76,N,NT
95,95,14195,ADELAIDE RIVER AASC,-13.3333,131.3333,Jan,1944,Apr,1946,2.3,0,N,NT
96,96,14092,ADELAIDE RIVER POST OFFICE,-13.2373,131.1042,May,1956,Apr,2024,58.4,86,N,NT
97,97,14000,ADELAIDE RIVER RAILWAY,-13.2467,131.1117,Nov,1926,Jan,1971,30.9,70,N,NT
98,98,14093,ADELAIDE RIVER RICE FARM,-13.25,131.1,May,1957,Apr,1958,1.0,0,N,NT
99,99,14052,ADELAIDE RIVER RIDGE,-13.3319,131.0529,Jul,2002,Oct,2004,2.3,0,N,NT
100,100,72083,ADELONG (GALIMBANG),-35.4402,147.928,May,1967,Oct,2013,46.5,0,N,NSW
101,101,72159,ADELONG (KATHVALE),-35.3205,147.9419,Jun,1985,May,2024,37.0,95,N,NSW
102,102,72000,ADELONG (TUMUT ST),-35.3085,148.0641,Apr,1883,Nov,2020,136.3,99,N,NSW
103,103,9804,ADINA,-33.8811,122.2167,Jan,1969,Jun,2024,55.5,0,N,WA
104,104,73147,ADJUNGBILLY (RED HILL RD),-35.0875,148.3967,Jul,2003,Jul,2004,1.1,0,N,NSW
105,105,94000,ADVENTURE BAY,-43.4,147.35,Aug,1910,Mar,1948,36.7,97,N,TAS
106,106,94159,ADVENTURE BAY (FORESTRY),-43.3531,147.3147,Mar,1981,Aug,2014,33.2,99,N,TAS
107,107,94217,ADVENTURE BAY (FUEL DEPOT),-43.3292,147.3208,Nov,2000,Oct,2005,5.0,0,N,TAS
108,108,94236,ADVENTURE BAY (LORKINS ROAD),-43.3596,147.3265,Nov,2005,May,2024,18.3,99,N,TAS
109,109,94131,ADVENTURE BAY (SUPERMARKET),-43.3667,147.3333,Mar,1969,Jun,1977,8.3,99,N,TAS
110,110,58066,AFTERLEE POST OFFICE,-28.5833,152.8333,Nov,1953,Aug,1964,10.8,0,N,NSW
111,111,30001,AFTON DOWNS STATION,-21.0,144.0,Jan,1890,Aug,1982,91.5,99,N,QLD
112,112,30104,AGATE CREEK CAMP,-19.0425,143.6333,Jul,1972,Sep,1992,15.3,76,N,QLD
113,113,22057,AGERY,-34.1614,137.7434,Jul,2009,Apr,2013,3.8,98,N,SA
114,114,85001,AGNES RIVER,-38.6775,146.3769,Apr,1900,Dec,2000,96.3,95,N,VIC
115,115,12000,AGNEW,-28.0069,120.5092,Feb,1948,Jan,1985,36.8,99,N,WA
116,116,15543,AILERON,-22.6459,133.3457,Jan,1949,Jan,2021,62.5,87,N,NT
117,117,70000,AINSLIE TYSON ST,-35.2583,149.1424,Apr,1935,Jan,2021,85.7,0,N,ACT
118,118,40881,AIR SEA RESCUE ALERT,-27.9525,153.4242,Nov,2000,Jun,2024,23.6,0,N,QLD
119,119,90180,AIREYS INLET,-38.4583,144.0883,Jun,1994,Jun,2024,30.1,0,Y,VIC
120,120,43023,AIRLIE,-26.8025,148.41,Aug,1934,Aug,2019,85.1,0,N,QLD
121,121,33180,AIRLIE BEACH,-20.2917,148.725,Feb,2004,Sep,2004,0.7,0,N,QLD
122,122,67039,AJANA,-33.65,150.7667,Jan,1963,Dec,1964,2.0,0,N,NSW
123,123,8000,AJANA,-27.9607,114.6336,Aug,1917,May,2013,83.1,87,N,WA
124,124,8184,AJANA 2,-28.0,114.8,May,1910,Mar,1919,8.8,99,N,WA
125,125,81062,AKOONA,-36.5,145.3,Jan,1932,Oct,1940,8.8,0,N,VIC
126,126,10898,AKOONAH,-33.2297,119.9242,Nov,1983,Aug,2015,26.8,84,N,WA
127,127,41332,AKUNA,-28.0667,152.35,Dec,1920,Dec,1972,42.8,82,N,QLD
128,128,10713,ALADALE,-32.65,116.9833,Aug,1935,Jul,1944,9.0,0,N,WA
129,129,34060,ALAMEDA DOWNS,-21.7278,148.5697,Sep,1972,Mar,2010,35.0,93,N,QLD
130,130,9758,ALAMEIN TRACK,-34.4653,115.8325,Mar,1967,Nov,1986,3.3,17,N,WA
131,131,50001,ALAWA,-33.4,147.6,Feb,1925,Mar,1937,10.3,85,N,NSW
132,132,25000,ALAWOONA,-34.7314,140.5036,Aug,1921,Jun,2024,102.9,0,N,SA
133,133,25033,ALAWOONA (KARINYA),-34.95,140.4167,Apr,1929,Apr,1936,7.1,0,N,SA
134,134,25018,ALAWOONA (SCHELLS WELL),-34.7884,140.5003,Aug,1908,Nov,2023,114.5,99,N,SA
135,135,9500,ALBANY,-35.0289,117.8808,Jan,1877,Jun,2024,147.5,0,N,WA
136,136,9999,ALBANY AIRPORT,-34.9411,117.8158,Jan,2012,Jun,2024,12.5,0,Y,WA
137,137,9741,ALBANY AIRPORT COMPARISON,-34.9414,117.8022,Jan,1960,Feb,2014,50.6,93,Y,WA
138,138,9139,ALBANY HIGHWAY 47.5,-32.45,116.3,Jan,1927,Oct,1937,6.4,59,N,WA
139,139,27074,ALBANY ISLAND,-10.7325,142.6,Jan,2005,Nov,2005,0.9,0,N,QLD
140,140,17001,ALBERGA,-27.2,135.4333,Jan,1930,Dec,1979,46.6,93,N,SA
141,141,17002,ALBERRIE CREEK,-29.6267,137.5367,Feb,1930,Dec,1977,38.8,81,N,SA
142,142,50033,ALBERT (THE MEADOWS),-32.3333,147.4,Jul,1906,Oct,1977,71.3,0,N,NSW
143,143,85003,ALBERTON POST OFFICE,-38.6167,146.6667,Mar,1901,Dec,1984,83.8,0,N,VIC
144,144,85245,ALBERTON THE MEADOWS,-38.6167,146.7167,Jan,1879,Sep,1909,29.3,95,N,VIC
145,145,85107,ALBERTON WEST (KALLARA),-38.6,146.5833,Aug,1905,Jun,1915,9.4,95,N,VIC
146,146,36001,ALBILBAH,-24.7167,144.2833,Apr,1890,Sep,1979,82.0,92,N,QLD
147,147,35209,ALBINIA DOWNS,-24.4222,148.4828,Oct,1973,Dec,2020,41.0,87,N,QLD
148,148,41004,ALBION,-28.2675,152.0539,Sep,1998,Feb,2004,5.5,0,N,QLD
149,149,12001,ALBION DOWNS,-27.2878,120.3919,May,1936,Jan,2017,71.1,88,N,WA
150,150,37102,ALBION DOWNS,-21.5,142.6833,Jan,1919,Oct,1978,58.7,98,N,QLD
151,151,68129,ALBION PARK (PARKVALE),-34.6,150.75,Nov,1962,Jul,1967,4.3,91,N,NSW
152,152,68241,ALBION PARK (SHELLHARBOUR AIRP,-34.5639,150.7924,Jun,1999,Jun,2024,25.1,0,Y,NSW
153,153,68000,ALBION PARK POST OFFICE,-34.5712,150.7761,Apr,1892,May,2024,129.1,98,N,NSW
154,154,36083,ALBRO STATION,-22.7044,146.5694,Jan,1970,Jun,2024,45.2,83,N,QLD
155,155,72001,ALBURY,-36.1,146.9,Feb,1858,Jul,1962,99.3,95,N,VIC
156,156,44079,ALBURY,-26.7731,147.3194,Jan,1954,May,2024,70.4,0,N,QLD
157,157,72168,ALBURY (TABLE TOP (NYRIMBLA)),-35.9757,147.0371,Jan,2004,Nov,2012,8.9,0,N,NSW
158,158,72146,ALBURY AIRPORT,-36.0694,146.9531,Jun,1983,May,2024,40.7,99,N,NSW
159,159,72160,ALBURY AIRPORT AWS,-36.069,146.9509,Jun,1994,Jun,2024,30.1,0,Y,NSW
160,160,72059,ALBURY GRAMMAR SCHOOL,-36.0667,146.9333,Nov,1960,Nov,1969,8.5,94,N,NSW
161,161,72057,ALBURY PMG REPEATER STATION,-36.1,146.9,Sep,1954,Jul,1962,7.9,0,N,VIC
162,162,72097,ALBURY PUMPING STATION,-36.0817,146.955,May,1970,Aug,1986,16.3,0,N,VIC
163,163,14509,ALCAN MINESITE,-12.2606,136.8389,Jan,1971,Apr,2021,43.8,87,N,NT
164,164,14408,ALCAN REFINERY,-12.1924,136.6844,Nov,2004,Dec,2016,8.5,70,N,NT
165,165,15593,ALCOOTA,-22.8211,134.4508,Oct,1950,Dec,2014,61.2,95,N,NT
166,166,40224,ALDERLEY,-27.4193,153.0026,Jul,1899,Jun,2024,121.6,97,N,QLD
167,167,30003,ALDERLEY STATION,-20.6,144.0,Jan,1910,Dec,1945,34.7,96,N,QLD
168,168,37109,ALDERLEY STATION,-22.4936,139.6615,Jan,1920,May,2024,37.9,36,N,QLD
169,169,40349,ALDERSHOT,-25.4667,152.6833,Jan,1899,Jun,1911,11.8,94,N,QLD
170,170,10500,ALDERSYDE 2,-32.4333,117.3167,Sep,1948,Dec,1971,23.3,0,N,WA
171,171,10501,ALDERSYDE POST OFFICE,-32.3667,117.2833,May,1909,Sep,1976,54.0,80,N,WA
172,172,9556,ALDERVALE,-33.9781,116.3336,Mar,1903,Feb,2023,112.6,94,N,WA
173,173,23817,ALDGATE,-35.0236,138.7419,Feb,1969,Jun,2024,55.4,0,N,SA
174,174,23768,ALDGATE STATE SCHOOL,-35.0167,138.75,Jan,1890,May,1928,18.8,49,N,SA
175,175,23790,ALDINGA (HILDAS DALE),-35.25,138.5,Jun,1905,Dec,1911,6.6,0,N,SA
176,176,23898,ALDINGA (WINTON LODGE),-35.2564,138.4836,Mar,2003,Mar,2006,3.1,0,N,SA
177,177,35102,ALDINGA PARK,-24.7822,148.3883,Dec,2002,May,2005,1.7,67,N,QLD
178,178,23700,ALDINGA POST OFFICE,-35.2692,138.4772,Dec,1893,Mar,1992,98.3,0,N,SA
179,179,37026,ALDINGHAM,-22.2806,143.22,Nov,2001,Dec,2004,3.1,97,N,QLD
180,180,85002,ALDIVALOCH (BUDGEREE),-38.4,146.3,Nov,1914,Oct,1950,36.0,0,N,VIC
181,181,44192,ALDVILLE,-27.3053,145.1278,Jan,1947,Jan,2012,57.1,88,N,QLD
182,182,50117,ALECTOWN (BRIDGEWATER),-32.8952,148.2811,Sep,1970,Jun,2024,53.7,0,N,NSW
183,183,65100,ALECTOWN (CAWDOR),-32.9874,148.2288,Jun,1992,May,2020,28.0,0,N,NSW
184,184,50121,ALECTOWN (GLENROY),-32.9433,148.2833,Jan,1973,May,1992,19.4,0,N,NSW
185,185,50115,ALECTOWN (GOONAHRA),-32.857,148.2577,Jul,1970,Apr,2013,42.8,0,N,NSW
186,186,50116,ALECTOWN (KADINA PARK),-32.9294,148.3017,Jul,1970,Sep,1997,27.3,0,N,NSW
187,187,50119,ALECTOWN (VANVILLA),-32.9368,148.2447,Sep,1949,Jun,2024,67.1,90,N,NSW
188,188,29096,ALEHVALE STATION,-18.3078,142.3558,Jun,1972,Dec,2009,24.3,65,N,QLD
189,189,10052,ALEPPO,-31.4453,117.2219,Jan,1910,Mar,2022,111.7,99,N,WA
190,190,33121,ALEXANDRA,-21.1833,149.1,Jan,1868,May,1914,37.4,81,N,QLD
191,191,88000,ALEXANDRA (ACHERON),-37.2514,145.7178,Aug,1930,May,2004,73.8,0,N,VIC
192,192,88163,ALEXANDRA (CRYSTAL CREEK),-37.2581,145.6201,Jan,1992,Dec,2013,21.2,96,N,VIC
193,193,88156,ALEXANDRA (MAINTONGOON),-37.1167,145.8167,Apr,1979,May,1982,3.2,0,N,VIC
194,194,88001,ALEXANDRA (POST OFFICE),-37.1916,145.7116,Apr,1877,Feb,2021,141.9,99,N,VIC
195,195,9801,ALEXANDRA BRIDGE,-34.1597,115.1892,Jan,1971,May,2024,52.8,99,N,WA
196,196,15088,ALEXANDRIA,-19.0577,136.7065,Jan,1886,May,2024,131.8,95,N,NT
197,197,66021,ALEXANDRIA (ERSKINEVILLE),-33.9167,151.2,May,1904,Nov,1973,69.3,0,N,NSW
198,198,66033,ALEXANDRIA (HENDERSON ROAD),-33.8992,151.1933,May,1962,Jun,1999,2.3,6,N,NSW
199,199,41328,ALFALFA,-27.9778,151.5592,Jan,1959,Apr,2001,38.7,91,N,QLD
200,200,21103,ALFORD NO: 2,-33.8597,137.7664,Feb,1969,Jan,1990,21.0,0,N,SA
201,201,21092,ALFORD POST OFFICE,-33.8167,137.8167,Jan,1893,Dec,1898,6.0,0,N,SA
202,202,12171,ALFRED DOWNS,-29.0,120.0,Jul,1926,Dec,1937,11.5,0,N,WA
203,203,15502,ALI CURUNG,-21.0025,134.4029,Feb,1967,Dec,2015,32.2,66,N,NT
204,204,57098,ALICE (CLEVELAND),-29.0167,152.5667,Jan,1974,Apr,2000,4.0,15,N,NSW
205,205,57097,ALICE (TILBAROO),-29.0333,152.5833,Sep,1971,Dec,1973,2.3,0,N,NSW
206,206,2000,ALICE DOWNS,-17.7569,127.9386,Nov,1904,Dec,2002,87.8,89,N,WA
207,207,36061,ALICE DOWNS,-24.2667,145.4833,Oct,1890,Dec,1911,16.6,78,N,QLD
208,208,36000,ALICE POST OFFICE,-23.5667,145.7833,Oct,1889,Sep,1972,81.9,99,N,QLD
209,209,15590,ALICE SPRINGS AIRPORT,-23.7951,133.889,Nov,1941,Jun,2024,82.7,0,Y,NT
210,210,15679,ALICE SPRINGS DESERT PARK,-23.7047,133.8383,Apr,2011,Mar,2024,11.8,91,N,NT
211,211,15648,ALICE SPRINGS EAST SIDE,-23.6925,133.8978,Mar,1982,Jan,2009,25.8,96,N,NT
212,212,15628,ALICE SPRINGS GOLF CLUB,-23.7164,133.8819,Aug,1990,Jun,2016,7.8,30,N,NT
213,213,15540,ALICE SPRINGS POST OFFICE,-23.71,133.8683,Jul,1873,May,1987,113.6,0,N,NT
214,214,15680,ALICE SPRINGS TELEGRAPH STATIO,-23.6719,133.8872,Feb,2014,Dec,2023,6.1,61,N,NT
215,215,15591,ALICE SPRINGS TOWNSHIP,-23.7,133.7,Sep,1958,Aug,1960,2.0,0,N,NT
216,216,35280,ALLAMBEE,-24.8706,148.7697,Oct,1988,Jan,2024,35.3,0,N,QLD
217,217,85004,ALLAMBEE STATE SCHOOL,-38.2,146.1,Apr,1913,Jan,1956,27.8,65,N,VIC
218,218,15508,ALLAMBI,-24.2691,134.4028,Oct,1968,Jun,2024,55.4,99,N,NT
219,219,70140,ALLAMBIE,-34.6833,149.7833,Jul,1959,Oct,1966,7.2,98,N,NSW
220,220,9002,ALLAMBIE,-31.2497,115.7303,Nov,1916,Dec,1995,77.8,98,N,WA
221,221,44191,ALLAMBIE,-26.9353,145.4408,Jan,1981,Aug,2022,33.4,80,N,QLD
222,222,36106,ALLAMBIE,-22.2667,147.35,Jan,1973,Feb,1985,6.3,52,N,QLD
223,223,10894,ALLAN ROCKS,-32.6322,119.0958,Jul,1967,Apr,2023,54.8,98,N,WA
224,224,61001,ALLANDALE (TINGARA),-32.7167,151.4167,Jul,1902,May,1971,49.1,71,N,NSW
225,225,90000,ALLANSFORD,-38.3833,142.5833,Nov,1898,May,1966,61.9,92,N,VIC
226,226,8212,ALLENDALE,-29.4,116.8,Jan,1912,Jun,1919,7.3,97,N,WA
227,227,26090,ALLENDALE EAST POST OFFICE,-38.0042,140.7078,Jan,1983,Sep,1987,1.4,30,N,SA
228,228,88080,ALLENDALE POST OFFICE,-37.4,143.9,Nov,1901,Oct,1931,30.0,0,N,VIC
229,229,94265,ALLENS RIVULET (BLUE GUM RISE),-42.9997,147.2014,Jul,2013,Mar,2024,10.8,0,N,TAS
230,230,96060,ALLENVALE,-41.8167,146.6833,Jun,1916,Dec,1922,6.5,99,N,TAS
231,231,32117,ALLINGHAM  FORREST DRIVE,-18.6867,146.2969,May,2001,Jun,2024,23.2,0,N,QLD
232,232,41001,ALLORA POST OFFICE,-28.0356,151.9983,Jan,1883,Apr,2000,117.3,0,N,QLD
233,233,41516,ALLORA TM,-28.0333,152.0167,Nov,2008,Jun,2024,15.3,98,N,QLD
234,234,39121,ALLOWAY,-24.95,152.3833,Jan,1959,May,1976,17.4,0,N,QLD
235,235,49069,ALMA (BOOLIGAL),-33.4,144.4,Apr,1896,Aug,1939,31.4,72,N,NSW
236,236,49068,ALMA 2,-33.4167,144.3667,Mar,1899,Dec,1917,18.8,99,N,NSW
237,237,74263,ALMA PARK (ALBARINGA),-35.6259,146.8343,Jan,1997,Dec,2021,24.8,99,N,NSW
238,238,31131,ALMADEN,-17.3394,144.6797,Nov,1972,Apr,2024,51.0,99,N,QLD
239,239,29000,ALMORA STATION,-18.2952,139.2828,Aug,1938,Feb,2024,36.0,42,N,QLD
240,240,86211,ALMURTA,-38.4,145.6,Sep,1907,May,1945,33.3,88,N,VIC
241,241,37000,ALNI,-22.1542,142.49,Jun,1916,Jun,2024,106.8,99,N,QLD
242,242,94070,ALONNAH AREA SCHOOL,-43.3181,147.2467,Jan,1953,Dec,2023,70.1,99,N,TAS
243,243,31000,ALOOMBA STATE SCHOOL,-17.1,145.8167,Jun,1911,Jul,1956,22.2,49,N,QLD
244,244,35229,ALPHA,-23.65,146.645,Jan,1991,Feb,2004,0.4,3,N,QLD
245,245,35000,ALPHA POST OFFICE,-23.65,146.6406,Dec,1886,Nov,2023,132.7,97,N,QLD
