,extreme_dates,scale
0,1944-05-18,1484.6828321956204
1,1944-05-24,426.0785565130473
2,1944-07-02,608.9232581331239
3,1944-07-08,181.58719462107135
4,1944-07-22,569.4276034986991
5,1944-07-26,498.3457475753905
6,1944-08-11,1167.2179421740166
7,1944-08-23,254.3308933961081
8,1944-12-07,86.67742170054586
9,1945-05-16,844.0571646168511
10,1945-06-10,834.3892468194982
11,1945-06-12,108.18787938591363
12,1945-06-13,298.3287022987269
13,1945-06-16,1229.0295645101178
14,1945-06-18,6842.71899550194
15,1945-06-19,225.3554120167381
16,1945-06-20,153.40935435413994
17,1945-08-08,889.9075308869692
18,1945-08-14,445.0928179294975
19,1945-08-22,663.1627947052399
20,1946-04-19,99.64207418630522
21,1946-04-20,277.12107962222547
22,1946-05-07,285.22938510667575
23,1946-05-14,515.795793696708
24,1946-05-23,26.50440413061034
25,1946-05-24,37.95684148766581
26,1946-05-28,436.62828558519175
27,1946-06-07,1738.653584053993
28,1946-06-20,869.2419398961407
29,1946-06-26,455.90916487333476
30,1946-06-29,13.617172356615875
31,1946-07-02,156.24963174020107
32,1946-07-04,456.93764963384734
33,1946-07-21,277.9929417189758
34,1946-07-27,1635.201617908985
35,1946-08-04,54.97133259109715
36,1946-08-11,461.19232688067126
37,1946-11-12,272.79188289609357
38,1947-04-17,130.20919171623476
39,1947-05-03,2051.6587833207445
40,1947-05-05,116.3376580516088
41,1947-06-15,419.5161154831357
42,1947-06-16,506.2547182690144
43,1947-07-20,319.0608112904791
44,1947-09-14,330.05999187474714
45,1947-10-25,953.7640665328961
46,1947-11-19,4.48597211712261
47,1948-06-05,923.3660622047333
48,1948-06-15,4.515841200369939
49,1948-06-17,249.87697275936125
50,1948-07-30,770.2607678640238
51,1948-07-31,90.04460998066524
52,1948-08-17,591.4794052550255
53,1948-09-26,136.558525031495
54,1948-09-28,822.2429063060794
55,1948-11-15,618.8585909892638
56,1949-06-23,577.0167314471628
57,1949-07-02,157.14703330401647
58,1949-08-08,208.7108666431193
59,1950-05-05,105.543474150578
60,1950-05-08,4.478551933372316
61,1950-06-11,219.5216239062253
62,1950-06-23,100.16033798226368
63,1950-06-30,462.4771796243387
64,1950-07-29,466.7780003879518
65,1950-09-07,79.86220022869043
66,1950-10-10,82.73738677254154
67,1951-02-22,298.1650013233652
68,1951-06-02,633.934704443183
69,1951-06-21,258.94652880250874
70,1951-06-22,274.220515185566
71,1951-08-05,118.60861652404193
72,1951-09-27,115.34014324331407
73,1951-12-03,83.47537659000703
74,1952-05-27,4.51421258636532
75,1952-06-05,669.3336215694835
76,1952-06-20,81.88060438593186
77,1952-06-24,443.50994874407553
78,1952-06-27,159.62885791665593
79,1952-07-10,1075.9441229805557
80,1952-07-14,0.0
81,1952-07-20,92.67932740218224
82,1952-07-29,278.20610748622516
83,1952-08-07,481.7266707398555
84,1952-09-01,498.96016166543876
85,1952-09-04,258.13193019916173
86,1952-10-14,52.24999665540948
87,1953-02-02,4.349897148651246
88,1953-05-24,873.8017989902575
89,1953-06-04,227.58359069066
90,1953-06-09,345.8204259929353
91,1953-06-16,217.20257656016224
92,1953-06-23,4662.729972117155
93,1953-07-03,366.2563598029588
94,1953-08-30,150.17108458874088
95,1953-10-02,4.336798247529413
96,1954-05-23,938.9387942362639
97,1954-05-31,450.2758001346207
98,1954-06-20,36.77546932275792
99,1954-06-27,45.48980022123752
100,1954-07-28,116.86895664144723
101,1954-07-30,564.0153180634896
102,1954-08-13,4.281570396531066
103,1954-08-19,344.7211554869831
104,1954-08-23,175.91824809251165
105,1955-02-16,1959.933254150924
106,1955-02-17,1816.0487128275229
107,1955-04-10,372.1832119660421
108,1955-05-30,22.504067019625932
109,1955-05-31,694.5028318872234
110,1955-06-11,168.5599438895822
111,1955-07-24,74.12068630000172
112,1955-08-01,129.54062078165364
113,1955-08-04,149.22466653033894
114,1955-08-12,569.6547935083934
115,1955-08-18,322.6120326380903
116,1955-08-21,123.92465236865463
117,1955-09-28,45.160185351715654
118,1955-10-20,37.20768655778647
119,1956-05-13,391.5943678809846
120,1956-05-25,181.79170403425005
121,1956-05-29,114.53030287030285
122,1956-06-09,1455.489698547623
123,1956-06-10,578.1278490924819
124,1956-06-25,336.0472397047563
125,1956-06-26,177.18106914351281
126,1956-07-07,175.83849211714642
127,1956-07-17,46.254628651630014
128,1957-04-22,370.4228834135485
129,1957-05-23,418.3784497618618
130,1957-06-18,294.90908911534854
131,1957-06-19,590.0485673609297
132,1957-06-22,786.7149252195791
133,1957-06-27,63.74003371738928
134,1957-08-06,4.477830907897731
135,1957-08-23,205.11984191681267
136,1958-05-31,75.85044087253961
137,1958-06-06,4.28859965738375
138,1958-07-01,1263.4501808993052
139,1958-07-02,89.04450118307432
140,1958-07-03,456.75536775758746
141,1958-07-05,51.085001228947355
142,1958-07-06,299.62891625104845
143,1958-07-07,599.6510038826145
144,1958-07-18,108.9750792460665
145,1958-07-22,51.126603672286144
146,1958-07-25,919.6944496626974
147,1958-07-26,205.4101776970756
148,1958-10-14,53.877516970697734
149,1959-06-01,953.0065805049129
150,1959-06-06,246.693504213636
151,1959-06-19,4.634127983070087
152,1959-08-02,4.297737330383062
153,1959-08-09,260.8697494383272
